platform,has_profile_pic,bio_length,username_randomness,followers,following,follower_following_ratio,account_age_days,posts,posts_per_day,caption_similarity_score,content_similarity_score,follow_unfollow_rate,spam_comments_rate,generic_comment_rate,suspicious_links_in_bio,verified,is_fake,username,username_length,digits_count,digit_ratio,special_char_count,repeat_char_count
Instagram,0,158,,408,711,0.573033708,725,210,0.289256198,0.844826381,0.895552286,38,89,81,0,0,0,sofia,5,0,0,0,0
,1,127,0,369,,0.515363128,3755,192,0.051118211,0.442955187,0.383155809,,174,27,0,0,1,887rs63rnw,10,5,0.5,0,1
Instagram,0,162,1,397,732,0.541609823,2996,190,0.06339673,0.200975689,0.282787162,16,59,,1,0,1,u0etiu3yf0,10,3,0.3,0,0
,1,184,,389,689,0.563768116,4366,192,0.043966109,0.592584576,0.931720397,248,51,74,1,,1,user_882355,11,6,0.545454545,1,2
Instagram,1,84,1,432,720,,219,,0.795454545,,0.197346396,34,123,79,0,,0,amina_3191,10,4,0.4,1,0
Instagram,0,188,0,410,685,0.597667638,547,194,,0.410908327,0.745504785,288,85,35,0,1,1,zxixv2949,9,4,0.444444444,0,0
Instagram,1,158,0,372,697,0.532951289,3730,212,0.056821228,0.905417067,,487,160,86,0,0,0,sofia.2092,10,4,0.4,1,0
Instagram,0,82,0,371,676,0.548005908,1969,204,0.103553299,0.749457998,0.920484428,486,185,69,1,,0,layla.9495,10,4,0.4,1,0
,0,94,1,403,717,0.561281337,4517,206,0.045595396,0.151592871,0.832047138,145,96,106,1,1,0,alex.2788,9,4,0.444444444,1,1
X,0,,0,375,713,0.525210084,1260,210,0.166534496,0.57077465,0.705295218,413,47,105,0,1,1,acc_wobhqm2m,12,1,0.083333333,1,1
Facebook,1,31,1,408,646,0.630602782,2934,219,0.074616695,0.088743901,0.314571661,214,132,69,0,,1,user_137531,11,6,0.545454545,1,0
X,1,65,0,403,701,0.574074074,2510,,0.070091597,0.24465397,0.495569011,164,,9,1,0,1,rtsbiai1e9,10,2,0.2,0,0
X,1,186,1,392,719,0.544444444,4009,200,0.049875312,,0.944495761,110,168,4,0,0,0,rahul.724,9,3,0.333333333,1,0
Facebook,,115,0,383,676,,4073,198,0.048600884,,0.023202631,134,0,27,1,0,0,sakura6393,10,4,0.4,0,0
X,,137,0,434,663,0.653614458,4681,201,0.042930372,0.892106102,0.794331824,73,50,58,0,0,1,user_734546,11,6,0.545454545,1,0
Instagram,0,129,1,369,,0.5125,1563,205,0.131074169,0.165998966,0.25181035,463,143,136,1,1,0,riya2627,8,4,0.5,0,0
Instagram,1,193,1,,731,,2086,184,0.08816483,0.205341748,0.185016943,155,98,91,1,1,0,mina3444,8,4,0.5,0,1
,0,59,0,408,721,0.565096953,1790,204,,0.352824723,,214,99,61,0,,0,giulia887,9,3,0.333333333,0,1
Facebook,0,215,1,385,671,0.572916667,3670,196,0.053391446,0.366325642,0.059750991,353,159,88,0,0,0,yuki.481,8,3,0.375,1,0
Facebook,0,16,1,391,683,0.571637427,,185,0.074506645,0.74527727,0.991979824,273,102,106,1,0,0,martin.5249,11,4,0.363636364,1,0
Instagram,1,,0,419,693,,3431,204,0.059440559,0.599410562,0.869869143,430,46,37,0,,0,carlos.9099,11,4,0.363636364,1,1
X,0,143,1,,,0.552173913,,177,0.859223301,0.553249426,0.521055969,278,,120,0,0,0,kiran_5401,10,4,0.4,1,0
Instagram,0,15,0,377,714,,742,195,0.262449529,0.602375507,0.715103179,498,14,109,0,0,0,sofia_557,9,3,0.333333333,1,1
Facebook,0,45,0,392,,0.532608696,2889,198,0.068512111,0.732191373,0.556595363,147,153,143,1,0,1,eibrz4207,9,4,0.444444444,0,0
X,0,166,1,374,728,,,192,0.054919908,0.892816639,0.811578944,30,36,65,1,0,0,layla.3806,10,4,0.4,1,0
X,0,244,1,400,694,,4264,,0.044314185,0.414739956,0.844765192,13,182,,1,1,0,binta1124,9,4,0.444444444,0,1
Instagram,,158,,404,697,0.578796562,4738,190,0.040092847,0.802925943,0.232790428,22,129,45,0,0,1,6k5vvwppax,10,2,0.2,0,2
Facebook,1,106,0,,670,0.590163934,1106,193,0.174345077,,0.459747771,1,75,148,1,1,0,ahmed,5,0,0,0,0
Instagram,1,87,0,,724,0.517241379,1824,206,0.112876712,0.722078243,0.634847734,412,146,59,0,,1,bot_oi4j7,9,2,0.222222222,1,0
X,0,128,0,428,720,0.593619972,,,0.077010193,0.874823788,0.978440831,177,31,137,0,0,1,acc_086us0c1,12,5,0.416666667,1,1
Instagram,1,138,0,372,653,0.568807339,4198,190,0.045248869,0.032214822,0.682689379,328,196,145,1,0,0,leo_8178,8,4,0.5,1,0
Instagram,1,,0,406,692,0.585858586,89,198,,0.546629755,,58,54,89,1,1,0,john,4,0,0,0,0
Facebook,0,84,1,393,653,0.600917431,3382,,0.059710316,0.989380626,0.846112051,288,98,112,1,0,1,bot_tufnn,9,0,0,1,1
Facebook,0,3,1,361,,,4704,204,,0.496224415,0.582063064,175,55,,0,0,1,bot_p2iab,9,1,0.111111111,1,0
X,0,,,,704,0.513475177,3512,203,,0.864303683,0.89365536,171,28,65,0,0,0,ethan_7031,10,4,0.4,1,0
,,153,0,418,674,0.619259259,2207,180,0.081521739,0.185899852,,395,108,45,1,1,0,chris,5,0,0,0,0
Instagram,0,110,1,366,677,0.539823009,3186,190,0.059617195,0.60428709,0.37928353,82,83,117,0,0,0,ashley9439,10,4,0.4,0,0
Instagram,,49,0,388,742,,4382,,0.044946384,0.870305963,0.780965643,425,163,94,1,1,1,vme3vphu3w,10,2,0.2,0,0
X,0,139,0,385,,0.597826087,865,193,0.222863741,0.431533132,0.134543666,467,115,3,1,0,0,jessica_5051,12,4,0.333333333,1,1
,1,,1,414,679,0.608823529,55,206,3.678571429,0.486722059,0.305825217,484,70,2,1,0,1,acc_l2ba3n7u,12,3,0.25,1,1
Facebook,0,208,0,397,659,0.601515152,4672,211,,0.082017904,0.608572451,222,81,119,,1,0,noah2373,8,4,0.5,0,0
,0,,0,419,707,0.59180791,2081,206,0.098943324,0.042172092,0.420065599,34,52,73,1,1,0,fatima8379,10,4,0.4,0,0
Facebook,,,0,431,,0.612215909,558,195,0.348837209,0.4687083,0.94072371,296,84,105,1,1,0,anna2027,8,4,0.5,0,1
Instagram,1,91,0,404,716,0.563458856,4827,215,0.044531897,0.843475332,,468,85,95,1,0,0,dmitri.366,10,3,0.3,1,1
,1,223,0,389,688,,993,,0.190140845,0.931324272,0.502581309,,166,35,1,0,0,kojo,4,0,0,0,0
Facebook,1,64,0,352,684,0.513868613,4897,193,0.039403838,0.658653003,0.53906189,494,75,26,0,1,0,arjun.6322,10,4,0.4,1,1
Instagram,1,46,1,413,697,0.591690544,4292,191,0.044491032,,0.724627092,109,10,52,,,0,mateo3705,9,4,0.444444444,0,0
Facebook,1,219,0,376,697,0.538681948,448,223,,0.734854163,0.457264925,234,75,48,0,0,1,bot_1jdtg,9,1,0.111111111,1,0
X,0,180,0,379,719,0.526388889,1822,210,0.115194734,0.701485827,0.190098468,396,29,101,0,0,0,zuri7303,8,4,0.5,0,0
Facebook,1,105,0,377,704,0.534751773,3820,205,0.053650877,0.769033099,0.746969169,38,78,0,0,0,0,chris1271,9,4,0.444444444,0,0
X,0,,0,383,713,,2973,192,0.064559516,,0.737785889,218,199,61,0,0,1,acc_pdldrce0,12,1,0.083333333,1,1
Instagram,0,129,1,424,713,0.593837535,,200,2.150537634,0.457938103,0.244981103,216,106,98,0,0,1,acc_benbpkle,12,0,0,1,1
Facebook,1,105,1,367,698,0.525035765,608,191,,0.159143522,0.83291652,193,180,65,1,,1,user_251701,11,6,0.545454545,1,0
Instagram,0,23,0,405,737,0.548780488,1252,176,0.140462889,0.843815317,0.613649196,162,81,,1,0,1,1r43nid47t,10,5,0.5,0,0
X,1,,0,404,692,0.582972583,286,189,0.658536585,,0.23630161,115,135,43,0,0,0,jessica_8001,12,4,0.333333333,1,2
X,1,107,0,427,731,0.583333333,2922,179,0.061238454,0.267444121,0.652039144,327,19,1,1,0,0,ashley743,9,3,0.333333333,0,0
X,0,18,1,390,719,0.541666667,3307,190,,,0.233609526,160,11,58,0,1,1,acc_xbjhxc2a,12,1,0.083333333,1,1
Instagram,0,153,1,409,737,0.554200542,102,,1.932038835,0.971598113,0.265232954,88,66,13,0,1,1,hojpy5120,9,4,0.444444444,0,0
Instagram,1,202,1,398,757,0.525065963,3836,201,0.052384676,0.785972942,0.848009307,468,177,15,1,0,0,marco_2305,10,4,0.4,1,0
Instagram,,39,,378,703,,4236,203,0.047911258,0.368671225,,419,125,50,1,0,1,acc_5p4nxeb1,12,3,0.25,1,1
Instagram,0,49,0,364,696,0.522238164,4931,194,0.039334955,0.713948391,0.256882658,140,,99,1,1,0,anastasia4496,13,4,0.307692308,0,1
X,0,,1,389,745,0.521447721,,194,0.11547619,,0.928051037,311,53,27,1,0,0,jessica,7,0,0,0,1
X,0,74,1,,732,,3824,198,0.051764706,0.538883452,0.238798847,173,79,52,0,1,0,ali.1794,8,4,0.5,1,0
Facebook,0,236,0,411,700,0.586305278,535,179,0.333955224,0.461940196,0.117267366,200,123,,1,1,0,alex.8487,9,4,0.444444444,1,0
Facebook,,194,,401,721,0.555401662,16,210,12.35294118,0.552993272,0.058223878,354,181,115,0,1,0,ahmed_7407,10,4,0.4,1,0
Instagram,1,11,1,424,687,,561,183,0.325622776,0.311530041,0.242113241,301,73,,0,0,0,kwame_2467,10,4,0.4,1,0
X,1,194,,386,681,0.565982405,2926,198,0.067646054,0.907348811,0.385246541,355,146,10,1,1,1,bot_h6kkl,9,1,0.111111111,1,1
X,1,233,1,411,684,,2384,196,0.082180294,0.797281812,0.92754838,112,141,106,1,0,0,chris7773,9,4,0.444444444,0,1
,0,,1,,711,0.490168539,910,233,0.255762898,0.705484112,0.242158,366,179,44,1,1,0,diego_9633,10,4,0.4,1,1
Facebook,0,112,0,,714,0.545454545,1414,,0.151943463,0.589092081,0.365465345,427,149,84,0,1,1,user_120735,11,6,0.545454545,1,0
Facebook,1,181,,386,723,0.533149171,119,164,1.366666667,0.969474778,0.734155875,173,131,1,0,1,1,user_399733,11,6,0.545454545,1,2
X,1,193,1,380,693,0.547550432,4063,203,0.049950787,0.297705729,0.302074088,498,115,68,1,1,1,bot_feljh,9,0,0,1,0
,1,48,1,438,,0.628407461,3114,217,0.069662921,0.283135165,0.684368152,73,58,138,1,1,1,reuns9200,9,4,0.444444444,0,1
X,1,,1,,724,0.525517241,3061,187,0.061071195,0.242138333,0.432077819,324,161,,,0,1,p020autgng,10,3,0.3,0,0
Facebook,1,129,1,438,701,0.623931624,1492,225,0.150703282,0.741775989,,286,63,110,1,1,0,noah_8948,9,4,0.444444444,1,0
X,1,59,,418,744,0.561073826,2097,212,0.101048618,,0.734058901,124,127,91,,1,0,jessica9595,11,4,0.363636364,0,1
X,1,181,0,422,700,0.601997147,2255,200,0.088652482,0.597114176,0.027038833,23,17,,1,,0,jose_9885,9,4,0.444444444,1,1
Instagram,1,29,0,386,685,0.562682216,,189,0.366990291,0.65198371,0.292334825,,81,19,1,0,0,fatima781,9,3,0.333333333,0,0
Instagram,,83,0,421,696,,,156,0.126315789,,0.356181539,253,30,100,1,1,0,satish.5402,11,4,0.363636364,1,0
Facebook,0,165,1,384,,0.582701062,4133,,0.053217223,0.039757542,0.458218255,,,38,1,0,1,user_812885,11,6,0.545454545,1,1
X,1,27,1,,697,0.540114613,1480,197,0.133018231,0.253635844,,112,41,126,1,1,0,noah_4630,9,4,0.444444444,1,0
,0,24,0,390,698,0.557939914,,195,0.058191585,0.584303227,0.459404994,194,130,0,,1,0,luna.3791,9,4,0.444444444,1,0
Instagram,0,95,0,347,701,0.494301994,1541,213,0.138132296,,0.594324112,15,84,118,1,1,0,noah2494,8,4,0.5,0,0
Facebook,,124,1,428,670,,130,209,,0.777194978,0.595779078,440,182,128,1,0,1,user_344146,11,6,0.545454545,1,1
Instagram,1,9,0,395,707,,3717,193,0.051909629,0.179487364,0.37327165,488,9,3,0,1,0,ananya_5806,11,4,0.363636364,1,0
Instagram,0,187,1,392,709,,3744,193,0.051535381,,0.933971266,496,70,142,0,0,1,sskfe6359,9,4,0.444444444,0,1
Instagram,0,41,,385,679,0.566176471,1772,193,0.108855048,,0.955853831,211,21,133,1,1,0,giulia.4215,11,4,0.363636364,1,0
Instagram,1,39,0,396,723,0.546961326,4455,196,0.043985637,0.075589233,0.581850884,107,150,101,0,1,0,riya,4,0,0,0,0
X,0,224,0,405,691,0.585260116,3076,188,0.061098473,0.393311263,0.07169088,23,75,128,1,,0,michael3704,11,4,0.363636364,0,0
X,1,,0,385,658,0.584218513,506,197,0.388560158,0.094225657,0.491127564,,,,0,1,1,bot_48n14,9,4,0.444444444,1,0
Instagram,1,247,1,,634,0.604724409,4914,199,0.040488301,0.56404871,0.184419327,383,,132,0,1,0,daniel1420,10,4,0.4,0,0
Facebook,1,104,1,399,713,,4890,200,0.040891433,0.363336431,0.483214522,307,122,53,,0,1,loznu3072,9,4,0.444444444,0,0
Facebook,0,117,0,444,710,0.624472574,839,191,0.227380952,0.202493618,0.188483154,,,48,1,0,0,olga.4456,9,4,0.444444444,1,1
Facebook,0,41,1,,737,0.528455285,3872,228,,0.595167668,0.703855246,342,96,6,0,,0,camila_7306,11,4,0.363636364,1,0
Facebook,1,46,1,376,731,,4719,,0.043008475,0.36339179,0.08042912,118,94,99,,1,1,zg2eh6qac4,10,3,0.3,0,0
Instagram,0,,,416,693,0.599423631,2677,193,0.072068708,,0.953304076,180,50,2,1,0,1,cb5ajf97eh,10,3,0.3,0,0
X,0,245,0,402,717,0.559888579,97,182,1.857142857,0.700086413,0.195375889,,191,75,0,1,1,v5l8v4cfss,10,3,0.3,0,1
Facebook,0,207,1,,683,0.589181287,1964,,0.093129771,0.83680831,,37,82,122,,1,1,user_141422,11,6,0.545454545,1,1
Instagram,0,236,0,404,689,0.585507246,2867,,,0.273742571,0.916962351,385,95,78,1,0,1,acc_e0d8aarv,12,2,0.166666667,1,2
Facebook,0,21,0,410,712,0.575035063,4027,230,,0.186425046,0.247886314,232,89,148,1,0,1,acc_35d2x3zw,12,4,0.333333333,1,1
Facebook,0,184,1,402,668,0.600896861,,202,0.336666667,0.075251862,0.934296899,68,125,,1,1,1,acc_e46ktq87,12,4,0.333333333,1,1
Instagram,0,211,0,393,696,0.56384505,2982,193,0.064699966,0.527902125,0.388674666,81,12,11,0,0,1,bot_mmr82,9,2,0.222222222,1,1
X,1,241,1,428,,0.622998544,3964,228,0.057503153,0.8312937,0.960530817,117,156,103,1,0,1,bot_dts4l,9,1,0.111111111,1,0
X,0,106,0,438,,0.660633484,429,220,0.511627907,,0.971363858,308,198,110,0,0,0,oliver,6,0,0,0,0
Instagram,0,26,0,412,721,0.570637119,3782,206,0.054454137,0.460637772,0.188079905,49,174,6,1,1,1,acc_dtsevm3g,12,1,0.083333333,1,1
X,0,,1,398,728,0.545953361,1325,196,0.147812971,0.160803453,0.831087337,156,,94,0,1,0,priya5777,9,4,0.444444444,0,1
Instagram,0,79,0,379,695,0.54454023,2591,196,0.075617284,0.404200824,0.193421013,73,,64,1,0,1,acc_jofen32d,12,2,0.166666667,1,1
Instagram,0,161,0,409,714,0.572027972,,189,0.078228477,0.015445108,,489,117,44,1,0,1,cvi2mjy9d7,10,3,0.3,0,0
Instagram,0,159,,429,718,0.596662031,1768,201,0.113623516,0.910729068,0.084126504,182,150,33,0,1,0,alex_641,8,3,0.375,1,0
X,0,217,1,401,658,0.608497724,,212,,0.676571895,0.156536946,105,74,138,0,1,1,user_420647,11,6,0.545454545,1,0
Instagram,0,88,1,415,715,,,207,0.154362416,0.332813718,0.632218968,188,183,7,,1,0,lucas.8514,10,4,0.4,1,0
Facebook,1,65,0,406,,0.578347578,4095,199,0.048583984,0.88119826,0.44925273,305,,44,0,1,0,rahul.5344,10,4,0.4,1,1
X,0,11,0,440,709,0.61971831,4660,196,0.042051062,0.182929629,0.790944237,271,97,,0,,1,acc_iw3hwv1y,12,2,0.166666667,1,1
X,0,,0,404,718,0.561891516,,237,0.069603524,0.078733732,0.331996815,86,110,77,,,0,valentina_3904,14,4,0.285714286,1,0
X,0,72,1,415,723,0.57320442,2547,210,0.082417582,0.942621581,0.968624567,349,,44,0,1,1,taynm5743,9,4,0.444444444,0,0
X,,,1,398,712,,977,194,0.198364008,0.309016962,0.049872541,325,107,122,0,1,1,bmtaw8559,9,4,0.444444444,0,1
Facebook,1,89,0,398,721,0.551246537,,196,0.121287129,0.935973394,0.062935954,171,34,137,0,0,0,tariq,5,0,0,0,0
X,1,200,1,401,714,0.560839161,1585,202,0.127364439,0.637612919,0.701374899,,,42,0,1,0,liwei_1932,10,4,0.4,1,0
X,1,9,1,352,663,0.530120482,4062,182,0.044794487,,0.887538885,355,173,80,0,1,0,ayanda.8114,11,4,0.363636364,1,1
Instagram,1,95,1,394,,0.526737968,4652,184,,0.753429212,0.795500192,467,92,10,1,0,0,jose_4658,9,4,0.444444444,1,0
X,1,248,1,381,678,0.561119293,1271,227,0.178459119,0.105483867,0.489817088,143,197,145,,0,1,bot_phnl8,9,1,0.111111111,1,0
Facebook,,225,0,399,689,0.57826087,219,207,0.940909091,0.852228667,0.269641361,283,99,4,1,1,0,anna823,7,3,0.428571429,0,1
Facebook,1,175,1,371,724,0.511724138,,223,0.41682243,,0.013451529,184,180,30,0,1,0,oliver,6,0,0,0,0
Facebook,1,19,1,420,693,0.60518732,1496,212,0.141616566,0.692197606,0.509451454,153,158,15,0,1,0,haruto,6,0,0,0,0
Facebook,1,38,0,412,724,0.568275862,1374,217,0.157818182,0.500407449,,341,95,8,1,0,0,anna,4,0,0,0,1
X,1,59,,385,,0.538461538,,190,0.045882637,0.707725008,0.344245899,117,83,1,0,1,1,qxzddrptwy,10,0,0,0,1
X,1,,1,398,694,0.572661871,3824,190,0.049673203,0.764989533,0.578072788,266,149,36,0,0,0,ayanda6696,10,4,0.4,0,1
Facebook,1,64,1,425,650,0.652841782,3950,158,0.039989876,0.803665211,0.728814697,384,66,83,1,1,1,user_273338,11,6,0.545454545,1,1
Facebook,1,178,0,,686,0.604075691,65,,2.878787879,0.834980133,0.700888236,324,,57,1,1,0,mia4150,7,4,0.571428571,0,0
X,1,123,0,393,671,0.584821429,4342,188,0.04328805,,0.263252842,254,18,82,0,0,1,bot_59nso,9,2,0.222222222,1,0
Facebook,1,163,0,,,0.567226891,3143,202,0.064249364,0.412574427,0.585303689,240,30,105,1,0,0,leo,3,0,0,0,0
Instagram,1,151,1,371,713,0.519607843,1725,197,0.114136732,0.889228072,0.148774479,170,31,135,0,1,0,ali.7538,8,4,0.5,1,0
Facebook,0,,1,392,735,,2206,180,0.081558677,0.719580254,0.121601844,429,54,51,0,0,1,wqfnt5343,9,4,0.444444444,0,0
Facebook,1,154,0,435,709,0.612676056,2986,209,0.069969869,,0.785855836,104,,74,0,1,0,satish,6,0,0,0,0
Instagram,0,129,1,404,,0.605697151,,,0.053639847,0.989191353,0.693745902,489,158,,1,0,1,acc_ppbfwfol,12,0,0,1,2
Instagram,1,158,,,664,0.62556391,1049,222,0.211428571,0.116414742,0.767928901,35,,68,1,0,1,xhflh6627,9,4,0.444444444,0,1
X,1,56,1,407,686,0.592430859,3655,227,0.062089716,,0.152462274,65,50,124,0,1,0,satish,6,0,0,0,0
,0,77,0,,684,0.617518248,2873,216,0.075156576,0.806547021,0.914618589,184,121,33,0,0,0,kojo,4,0,0,0,0
Instagram,1,193,0,396,690,0.573082489,,,0.048625793,0.086303471,0.133111613,389,,96,1,1,1,bot_z70ui,9,2,0.222222222,1,0
Instagram,0,28,1,392,710,0.551336146,1005,230,0.228628231,0.540781065,0.870036968,189,154,12,0,0,0,anna_9797,9,4,0.444444444,1,1
X,0,14,1,373,687,0.542151163,2123,204,0.096045198,0.858397959,0.352379291,154,175,49,,0,0,hans_9863,9,4,0.444444444,1,0
Facebook,0,11,,356,,0.514450867,4575,227,,0.018991263,0.105434093,380,109,90,1,1,0,kojo.952,8,3,0.375,1,0
Instagram,1,100,1,364,711,0.511235955,3982,200,0.050213407,0.939518899,0.286768961,409,42,3,1,1,0,layla9744,9,4,0.444444444,0,1
X,1,,,368,684,0.537226277,4483,213,0.04750223,0.978144824,0.181448014,226,,63,,0,0,ananya.8042,11,4,0.363636364,1,0
Facebook,1,83,1,386,676,0.570162482,472,172,0.363636364,0.32228093,0.490669719,140,196,73,1,1,1,bot_aqzzd,9,0,0,1,1
Instagram,0,124,,427,647,0.658950617,3406,201,0.058996184,0.766791191,0.949745348,75,74,15,0,1,1,bot_qbl3i,9,1,0.111111111,1,0
Facebook,0,102,1,386,686,0.561863173,309,217,0.7,0.127176103,0.327871162,145,70,83,1,1,1,4haosubtgz,10,1,0.1,0,0
X,1,23,0,417,707,0.588983051,,178,0.060626703,,0.612098986,37,71,137,1,1,1,crpl4rccpk,10,1,0.1,0,1
,1,148,0,403,636,0.632653061,4797,201,0.041892455,0.481521681,0.891720876,489,177,108,1,0,0,hans_5789,9,4,0.444444444,1,0
Facebook,1,137,1,416,727,0.571428571,3048,221,0.072482781,0.860273079,0.63007393,261,188,,0,1,1,user_518463,11,6,0.545454545,1,0
Instagram,1,109,0,404,674,0.598518519,,196,0.101924077,0.212606427,0.362199141,125,102,43,1,0,0,jessica_265,11,3,0.272727273,1,1
Facebook,,77,0,,703,0.579545455,,195,0.064978341,0.672657953,0.990839127,91,40,85,1,,0,chen.6229,9,4,0.444444444,1,1
X,0,100,1,387,646,0.598145286,2018,199,0.098563645,0.786119174,0.187413601,283,,80,1,1,0,maria_9743,10,4,0.4,1,0
X,,,1,411,726,0.565337001,4882,226,,0.202492265,0.523256015,344,77,121,0,1,0,sofia5733,9,4,0.444444444,0,1
Instagram,,215,1,400,717,,1479,210,0.141891892,0.818287278,0.796705499,260,23,103,0,1,1,user_254681,11,6,0.545454545,1,0
Facebook,1,141,0,398,718,0.553546592,,200,0.084961767,0.957985501,0.00064887,442,29,132,0,0,1,pocbq7286,9,4,0.444444444,0,0
Instagram,0,161,1,,741,0.549865229,,193,0.045963325,0.6160786,0.702043252,462,51,119,1,1,0,liwei,5,0,0,0,0
Instagram,0,,1,402,,0.607250755,4871,208,0.042692939,0.784850417,0.266498897,,177,145,,1,0,kiran,5,0,0,0,0
Facebook,0,57,1,417,680,0.612334802,3460,200,0.057786767,0.532583859,0.169726723,107,56,,,0,1,nfszt6372,9,4,0.444444444,0,0
,0,75,1,398,692,0.574314574,3755,199,0.052981896,0.598103361,0.274194463,456,189,105,0,1,0,arjun,5,0,0,0,0
Facebook,0,149,0,353,665,0.53003003,1232,186,0.150851582,0.013352435,,44,78,126,1,1,0,tariq.7657,10,4,0.4,1,0
X,,247,1,394,688,0.571843251,3121,189,0.060538117,0.524287267,0.891935259,367,116,27,0,1,0,noah6489,8,4,0.5,0,0
,0,197,0,421,731,0.575136612,572,212,,0.57556375,0.213754456,436,180,,0,1,1,mworn2777,9,4,0.444444444,0,1
Instagram,1,35,1,439,721,0.608033241,3590,189,0.052631579,0.670047546,0.117026773,1,195,23,0,,1,04ekohrwtw,10,2,0.2,0,0
X,1,,0,,702,0.551920341,148,212,1.422818792,,0.364152605,,196,27,1,0,0,yuki.4166,9,4,0.444444444,1,1
Facebook,1,163,0,422,683,0.616959064,,198,,,0.59233648,200,30,145,,0,0,rahul,5,0,0,0,0
X,,21,0,384,719,0.533333333,,208,0.347826087,0.756004632,0.867144629,89,75,3,0,0,1,bot_dl60y,9,2,0.222222222,1,0
,1,,,400,,0.583941606,1071,214,0.199626866,0.16763882,0.966090125,214,29,103,,1,1,user_395660,11,6,0.545454545,1,1
X,0,,0,428,695,0.614942529,3746,,0.050974113,0.416026072,0.751153368,114,112,127,1,1,0,mina.3961,9,4,0.444444444,1,0
,0,79,1,432,683,0.631578947,4251,183,0.04303857,0.250490219,0.599007213,318,137,127,1,,1,bot_ehmyf,9,0,0,1,0
,1,188,,432,670,0.643815201,4326,192,0.044372544,0.545184104,0.142332026,,171,,0,1,0,anna.5333,9,4,0.444444444,1,2
Instagram,1,99,1,381,,0.525517241,,207,0.061369701,0.986870881,0.074028376,325,133,95,0,1,0,haruto3086,10,4,0.4,0,0
Instagram,1,183,1,396,675,0.585798817,,209,1.314465409,0.852037898,0.596026879,185,154,126,0,,1,5hw9hu9yi2,10,4,0.4,0,0
Instagram,0,,1,442,,0.613888889,923,191,0.206709957,,,259,19,92,0,0,0,kiran5569,9,4,0.444444444,0,1
Facebook,1,95,0,397,682,,3319,197,0.059337349,0.368611811,0.846088108,157,19,65,0,0,0,chris5592,9,4,0.444444444,0,1
Instagram,0,160,1,,691,0.576589595,2347,,0.089011925,,0.322605851,56,,57,1,,0,jessica,7,0,0,0,1
Instagram,1,172,0,418,717,0.582172702,4051,216,0.053307009,0.898294972,0.039690857,46,84,10,0,1,0,kiran5417,9,4,0.444444444,0,0
Facebook,0,163,,391,677,0.576696165,1247,204,0.163461538,,0.423708269,401,48,110,0,1,1,user_353361,11,6,0.545454545,1,1
Instagram,,147,0,,668,0.603886398,766,196,0.255541069,0.829271132,0.969182304,221,179,103,1,1,0,saif.3243,9,4,0.444444444,1,0
X,,17,0,405,653,0.619266055,3652,200,0.054749521,0.297607905,0.795574905,,9,64,1,,1,icjuf5819,9,4,0.444444444,0,0
X,1,37,0,388,724,0.535172414,2613,201,0.07689365,,0.033772174,107,4,,0,1,0,layla,5,0,0,0,0
Instagram,,194,0,385,,0.585106383,4563,219,0.047984224,,0.874678904,350,63,16,1,0,0,emily.7862,10,4,0.4,1,0
Facebook,0,150,0,402,776,0.517374517,3829,230,,0.998590191,0.47168949,299,185,113,1,0,0,priya,5,0,0,0,0
X,0,223,1,406,716,0.566248257,4582,190,0.041457561,0.76109647,,179,135,79,0,0,1,user_208714,11,6,0.545454545,1,0
Facebook,0,108,0,395,703,0.561079545,444,217,0.487640449,0.24173306,0.346739541,176,157,65,0,0,0,martin_837,10,3,0.3,1,0
,0,122,1,399,698,0.570815451,905,211,0.232891832,0.683794894,,486,16,,1,1,1,user_191379,11,6,0.545454545,1,0
,0,143,0,396,692,0.571428571,2911,189,0.064903846,0.293307363,0.530599418,413,66,112,0,0,0,hans.1416,9,4,0.444444444,1,0
Facebook,0,186,0,,720,0.492371706,3210,184,0.057303021,0.089455814,0.656627244,179,20,,0,0,1,bot_qz2yw,9,1,0.111111111,1,0
,1,196,0,404,706,0.571428571,1802,190,0.105379922,0.425309956,0.573641465,36,15,70,,0,0,fatima_759,10,3,0.3,1,0
Facebook,1,195,,404,667,,926,209,0.225458468,0.613718862,0.143944575,,26,60,0,0,1,user_910680,11,6,0.545454545,1,0
X,1,148,1,,741,0.571428571,3722,202,0.054257319,0.089777458,,267,114,57,1,1,1,user_629653,11,6,0.545454545,1,0
Instagram,1,103,1,397,676,0.586410635,4388,214,0.048758259,0.518406299,,272,5,52,1,0,1,faqjc8380,9,4,0.444444444,0,0
X,1,242,1,375,701,0.534188034,752,206,0.273572377,,,289,41,4,1,1,1,user_892540,11,6,0.545454545,1,0
X,0,205,0,389,687,0.565406977,1235,187,0.151294498,0.628645241,,411,143,,1,,1,acc_wi8dphuo,12,1,0.083333333,1,1
X,0,230,0,410,650,0.629800307,2923,,0.070109439,,,387,172,,1,1,0,rahul1961,9,4,0.444444444,0,0
X,0,222,0,403,703,0.572443182,663,211,0.317771084,0.020641483,,353,2,20,0,0,0,alex.346,8,3,0.375,1,0
Facebook,0,205,1,,736,0.594301221,3196,193,0.060369096,0.324857507,0.311887403,301,39,,1,1,0,noah.7470,9,4,0.444444444,1,0
